Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000+05:30,00:15:00.000+05:30,,13.953124782691399,,,,86.0,89.0,80.0,,,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.953124782691399,,,,84.5,89.0,73.0,,,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.953124782691399,,,,86.5,89.0,80.0,,,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.953124782691399,,,,84.5,88.0,78.0,,,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.953124782691399,,,,88.5,89.0,87.0,,,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.953124782691399,,,,84.25,88.0,80.0,,,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.953124782691399,,,,88.5,89.0,88.0,,,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.953124782691399,,,,86.5,89.0,84.0,,,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.953124782691399,,,,88.0,89.0,85.0,,,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.953124782691399,,,,83.5,86.0,82.0,,,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.953124782691399,,,,85.75,89.0,84.0,,,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.953124782691399,,,,88.5,89.0,87.0,,,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.953124782691399,,,,87.0,88.0,86.0,,,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.953124782691399,,,,80.75,89.0,73.0,,,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.953124782691399,,,,77.75,88.0,71.0,,,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.953124782691399,,,,84.5,89.0,81.0,,,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.953124782691399,,,,84.0,89.0,79.0,,,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.953124782691399,,,,87.25,89.0,86.0,,,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.953124782691399,,,,86.5,89.0,81.0,,,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.953124782691399,,,,88.5,89.0,88.0,,,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.953124782691399,,,,88.0,89.0,87.0,,,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.953124782691399,,,,88.75,89.0,88.0,,,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.953124782691399,,,,83.25,89.0,80.0,,,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.953124782691399,,,,85.75,88.0,83.0,,,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.953124782691399,,,,88.0,89.0,87.0,,,,,,,
