Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms),Running duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.9531247826914,,,,83.0,89.0,77.0,,,,4,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.9531247826914,,,,84.5,88.0,76.0,,,,8,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.9531247826914,,,,87.25,89.0,85.0,,,,,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.9531247826914,,,,87.75,89.0,86.0,,,,,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.9531247826914,,,,84.25,88.0,81.0,,,,,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.9531247826914,,,,86.0,88.0,84.0,,,,,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.9531247826914,,,,85.5,89.0,82.0,,,,,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.9531247826914,,,,88.25,89.0,87.0,,,,,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.9531247826914,,,,88.5,89.0,88.0,,,,,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.9531247826914,,,,84.25,89.0,72.0,,,,,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.9531247826914,,,,81.5,89.0,78.0,,,,,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.9531247826914,,,,86.5,89.0,85.0,,,,,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.9531247826914,,,,87.75,89.0,87.0,,,,,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.9531247826914,,,,84.75,86.0,83.0,,,,,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.9531247826914,,,,88.25,89.0,86.0,,,,,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.9531247826914,,,,82.75,89.0,78.0,,,,,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.9531247826914,,,,83.75,87.0,82.0,,,,,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.9531247826914,,,,89.0,89.0,89.0,,,,,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.9531247826914,,,,84.25,86.0,81.0,,,,,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.9531247826914,,,,87.5,89.0,87.0,,,,,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.9531247826914,,,,86.5,88.0,84.0,,,,,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.9531247826914,,,,84.75,88.0,77.0,,,,,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.9531247826914,,,,80.0,88.0,77.0,,,,,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.9531247826914,,,,88.5,89.0,87.0,,,,,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.9531247826914,,,,87.25,89.0,84.0,,,,,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.9531247826914,,,,88.75,89.0,88.0,,,,,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.9531247826914,,,,88.25,89.0,88.0,,,,,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.9531247826914,,,,88.75,89.0,88.0,,,,,,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.9531247826914,,,,83.25,89.0,80.0,,,,9,,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.953124782691399,,,,88.0,89.0,85.0,,,,26,,,,,
07:30:00.000+05:30,07:45:00.000+05:30,1,13.953124782691399,75.36605701544629,,,88.5,89.0,87.0,0.31694737031505527,0.34847968545943886,0.26337600569914027,148,,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.953124782691399,,,,85.0,89.0,82.0,,,,11,,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.953124782691397,,,,88.0,89.0,85.0,,,,2,,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.9531247826914,,,,86.5,88.0,86.0,,,,10,,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.953124782691399,,,,85.75,88.0,83.0,,,,,,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.953124782691399,,,,84.25,88.0,83.0,,,,,,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.953124782691399,,,,88.75,89.0,88.0,,,,,,,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.953124782691399,,,,88.75,89.0,88.0,,,,,,,,,
09:30:00.000+05:30,09:45:00.000+05:30,3,15.858420318372575,76.62094017375456,,,83.75,89.0,82.0,0.32264169492273553,0.36109184858467114,0.283635698445228,126,,,,47113,
09:45:00.000+05:30,10:00:00.000+05:30,1,15.169508352453853,18.80221266031857,,,84.0,93.0,75.0,,,,31,,,,30078,
10:00:00.000+05:30,10:15:00.000+05:30,,14.85091437138501,11.326646139439676,,,94.75,101.0,76.0,0.5102092855603457,0.5102092855603457,0.5102092855603457,19,,,,22200,
10:15:00.000+05:30,10:30:00.000+05:30,3,17.939836289133062,159.66189017065818,1.0,1,89.5,103.0,85.0,0.9860194715211426,1.3157841029478121,0.3343182078361102,258,,,,98581,
10:30:00.000+05:30,10:45:00.000+05:30,1,16.13293363945601,16.95470770816889,,,96.75,112.0,81.0,0.5384927037413864,0.5384927037413864,0.5384927037413864,47,,,,53901,
10:45:00.000+05:30,11:00:00.000+05:30,13,40.38352454118932,455.76618074059996,,,95.5,98.0,94.0,0.6608139477961195,1.3714262569234976,0.3038953877841382,749,,,,653555,
11:00:00.000+05:30,11:15:00.000+05:30,,14.8925685730226,,,,85.25,103.0,78.0,,,,13,,,,23230,
11:15:00.000+05:30,11:30:00.000+05:30,,13.9531247826914,6.086854669216281,,,89.5,100.0,73.0,,,,41,,,,,
11:30:00.000+05:30,11:45:00.000+05:30,8,31.66645023222162,315.2610984151574,,,81.0,87.0,76.0,0.7480946709219835,1.1977966444001242,0.3038953861721403,500,,,,438005,
11:45:00.000+05:30,12:00:00.000+05:30,5,28.745051923570816,201.01778226419964,,,89.0,117.0,75.0,0.7682076409721856,1.224299978461943,0.3038953617545326,344,,,,365766,
12:00:00.000+05:30,12:15:00.000+05:30,7,26.31690064817635,249.81095084290178,,,84.5,91.0,81.0,0.7446697121642745,1.2114228154356557,0.3791066135921045,398,,,,305724,
12:15:00.000+05:30,12:30:00.000+05:30,4,21.816860337046755,159.02441436653118,,,95.5,103.0,77.0,0.9775006770624614,1.3140401550061265,0.6409611991187962,253,,,,194450,
12:30:00.000+05:30,12:45:00.000+05:30,,13.9531247826914,,,,84.25,92.0,77.0,,,,,,,,,
12:45:00.000+05:30,13:00:00.000+05:30,,13.9531247826914,,,,83.75,88.0,75.0,,,,19,,,,,
13:00:00.000+05:30,13:15:00.000+05:30,,13.9531247826914,,,,81.25,98.0,74.0,,,,,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,13.953124782691399,,,,90.75,97.0,76.0,,,,11,,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,13.953124782691399,,,,84.5,90.0,80.0,,,,,,,,,
13:45:00.000+05:30,14:00:00.000+05:30,6,31.926545959257083,343.05761662192117,3.0,3,84.5,88.0,74.0,1.038964280782087,1.2623412279475392,0.3038953652589112,540,,,,303267,60150
14:00:00.000+05:30,14:15:00.000+05:30,,13.953124782691399,,,,93.25,96.0,87.0,,,,10,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,13.953124782691399,,,,94.5,96.0,92.0,,,,1,,,,,
14:30:00.000+05:30,14:45:00.000+05:30,3,27.81588573351497,131.4623575579973,,,88.75,90.0,87.0,0.8350294879168684,1.6844263352598565,0.4741497369156368,223,,,,342790,
14:45:00.000+05:30,15:00:00.000+05:30,,13.953124782691399,,,,87.0,100.0,75.0,,,,34,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,7,22.627025879618067,319.39834210171483,2.0,2,88.0,99.0,84.0,0.7121326597985733,1.4497011880479034,0.3038953873336024,484,,,,214483,
15:15:00.000+05:30,15:30:00.000+05:30,,13.9531247826914,,,,81.5,93.0,75.0,,,,,,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,13.9531247826914,,,,88.25,100.0,73.0,,,,,,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,13.9531247826914,,,,87.0,91.0,81.0,,,,13,,,,,
