Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000+05:30,00:15:00.000+05:30,,,,,,,,,,,,36,,,
00:15:00.000+05:30,00:30:00.000+05:30,,,,,,,,,,,,36,,,
00:30:00.000+05:30,00:45:00.000+05:30,,,,,,,,,,,,36,,,
00:45:00.000+05:30,01:00:00.000+05:30,,,,,,,,,,,,36,,,
01:00:00.000+05:30,01:15:00.000+05:30,,,,,,,,,,,,36,,,
01:15:00.000+05:30,01:30:00.000+05:30,,,,,,,,,,,,36,,,
01:30:00.000+05:30,01:45:00.000+05:30,,,,,,,,,,,,36,,,
01:45:00.000+05:30,02:00:00.000+05:30,,,,,,,,,,,,36,,,
02:00:00.000+05:30,02:15:00.000+05:30,,,,,,,,,,,,36,,,
02:15:00.000+05:30,02:30:00.000+05:30,,,,,,,,,,,,36,,,
02:30:00.000+05:30,02:45:00.000+05:30,,,,,,,,,,,,36,,,
02:45:00.000+05:30,03:00:00.000+05:30,,,,,,,,,,,,36,,,
03:00:00.000+05:30,03:15:00.000+05:30,,,,,,,,,,,,36,,,
03:15:00.000+05:30,03:30:00.000+05:30,,,,,,,,,,,,36,,,
03:30:00.000+05:30,03:45:00.000+05:30,,,,,,,,,,,,36,,,
03:45:00.000+05:30,04:00:00.000+05:30,,,,,,,,,,,,36,,,
04:00:00.000+05:30,04:15:00.000+05:30,,,,,,,,,,,,36,,,
04:15:00.000+05:30,04:30:00.000+05:30,,,,,,,,,,,,36,,,
04:30:00.000+05:30,04:45:00.000+05:30,,,,,,,,,,,,36,,,
04:45:00.000+05:30,05:00:00.000+05:30,,,,,,,,,,,,36,,,
05:00:00.000+05:30,05:15:00.000+05:30,,,,,,,,,,,,36,,,
05:15:00.000+05:30,05:30:00.000+05:30,,,,,,,,,,,,36,,,
05:30:00.000+05:30,05:45:00.000+05:30,,,,,,,,,,,,36,,,
05:45:00.000+05:30,06:00:00.000+05:30,,,,,,,,,,,,36,,,
06:00:00.000+05:30,06:15:00.000+05:30,,,,,,,,,,,,36,,,
06:15:00.000+05:30,06:30:00.000+05:30,,,,,,,,,,,,36,,,
06:30:00.000+05:30,06:45:00.000+05:30,,,,,,,,,,,,36,,,
06:45:00.000+05:30,07:00:00.000+05:30,,,,,,,,,,,,36,,,
07:00:00.000+05:30,07:15:00.000+05:30,,,,,,,,,,,,36,,,
07:15:00.000+05:30,07:30:00.000+05:30,,,,,,,,,,,,36,,,
07:30:00.000+05:30,07:45:00.000+05:30,,,,,,,,,,,,36,,,
07:45:00.000+05:30,08:00:00.000+05:30,,,,,,,,,,,,36,,,
08:00:00.000+05:30,08:15:00.000+05:30,,,,,,,,,,,,36,,,
08:15:00.000+05:30,08:30:00.000+05:30,,,,,,,,,,,,36,,,
08:30:00.000+05:30,08:45:00.000+05:30,,,,,,,,,,,,36,,,
08:45:00.000+05:30,09:00:00.000+05:30,,,,,,,,,,,,36,,,
09:00:00.000+05:30,09:15:00.000+05:30,,,,,,,,,,,,36,,,
09:15:00.000+05:30,09:30:00.000+05:30,,,,,,,,,,,,36,,,
09:30:00.000+05:30,09:45:00.000+05:30,,,,,,,,,,,,36,,,
09:45:00.000+05:30,10:00:00.000+05:30,,,,,,,,,,,,36,,,
10:00:00.000+05:30,10:15:00.000+05:30,,,,,,106.5,119.0,94.0,,,,36,,,
10:15:00.000+05:30,10:30:00.000+05:30,,,,,,96.75,113.0,77.0,,,,36,,,
10:30:00.000+05:30,10:45:00.000+05:30,,,,,,90.75,97.0,79.0,,,,36,,,
10:45:00.000+05:30,11:00:00.000+05:30,,,,,,77.0,82.0,74.0,,,,36,,,
11:00:00.000+05:30,11:15:00.000+05:30,,,,,,91.75,104.0,75.0,,,,36,,,
11:15:00.000+05:30,11:30:00.000+05:30,,,,,,79.75,90.0,75.0,,,,36,,,
11:30:00.000+05:30,11:45:00.000+05:30,,,,,,84.25,100.0,76.0,,,,36,,,
11:45:00.000+05:30,12:00:00.000+05:30,,,,,,94.75,102.0,91.0,,,,36,,,
12:00:00.000+05:30,12:15:00.000+05:30,,,,,,109.0,127.0,79.0,,,,36,,,
12:15:00.000+05:30,12:30:00.000+05:30,,,,,,90.5,92.0,90.0,,,,36,,,
12:30:00.000+05:30,12:45:00.000+05:30,,,,,,87.0,89.0,83.0,,,,36,,,
12:45:00.000+05:30,13:00:00.000+05:30,,,,,,83.75,93.0,76.0,,,,36,,,
13:00:00.000+05:30,13:15:00.000+05:30,,,,,,83.5,93.0,75.0,,,,36,,,
13:15:00.000+05:30,13:30:00.000+05:30,,,,,,81.5,87.0,77.0,,,,36,,,
13:30:00.000+05:30,13:45:00.000+05:30,,,,,,82.5,84.0,81.0,,,,36,,,
13:45:00.000+05:30,14:00:00.000+05:30,,,,,,92.5,98.0,82.0,,,,36,,,
14:00:00.000+05:30,14:15:00.000+05:30,,,,,,94.25,99.0,88.0,,,,36,,,
14:15:00.000+05:30,14:30:00.000+05:30,,,,,,87.0,98.0,74.0,,,,36,,,
14:30:00.000+05:30,14:45:00.000+05:30,,,,,,89.75,98.0,83.0,,,,36,,,
14:45:00.000+05:30,15:00:00.000+05:30,,,,,,81.0,99.0,75.0,,,,36,,,
15:00:00.000+05:30,15:15:00.000+05:30,,,,,,89.5,99.0,80.0,,,,36,,,
15:15:00.000+05:30,15:30:00.000+05:30,,,,,,81.75,99.0,72.0,,,,36,,,
15:30:00.000+05:30,15:45:00.000+05:30,,,,,,85.75,99.0,80.0,,,,36,,,
15:45:00.000+05:30,16:00:00.000+05:30,,,,,,82.25,89.0,80.0,,,,36,,,
16:00:00.000+05:30,16:15:00.000+05:30,,,,,,79.5,87.0,75.0,,,,36,,,
16:15:00.000+05:30,16:30:00.000+05:30,,,,,,80.5,98.0,73.0,,,,36,,,
16:30:00.000+05:30,16:45:00.000+05:30,,,,,,90.25,95.0,87.0,,,,36,,,
16:45:00.000+05:30,17:00:00.000+05:30,,,,,,75.5,79.0,74.0,,,,36,,,
17:00:00.000+05:30,17:15:00.000+05:30,,,,,,81.0,86.0,77.0,,,,36,,,
17:15:00.000+05:30,17:30:00.000+05:30,,,,,,,,,,,,36,,,
17:30:00.000+05:30,17:45:00.000+05:30,,,,,,,,,,,,36,,,
17:45:00.000+05:30,18:00:00.000+05:30,,,,,,,,,,,,36,,,
18:00:00.000+05:30,18:15:00.000+05:30,,,,,,,,,,,,36,,,
18:15:00.000+05:30,18:30:00.000+05:30,,,,,,,,,,,,36,,,
18:30:00.000+05:30,18:45:00.000+05:30,,,,,,,,,,,,36,,,
18:45:00.000+05:30,19:00:00.000+05:30,,,,,,,,,,,,36,,,
19:00:00.000+05:30,19:15:00.000+05:30,,,,,,,,,,,,36,,,
19:15:00.000+05:30,19:30:00.000+05:30,,,,,,,,,,,,36,,,
19:30:00.000+05:30,19:45:00.000+05:30,,,,,,,,,,,,36,,,
19:45:00.000+05:30,20:00:00.000+05:30,,,,,,,,,,,,36,,,
20:00:00.000+05:30,20:15:00.000+05:30,,,,,,,,,,,,36,,,
20:15:00.000+05:30,20:30:00.000+05:30,,,,,,,,,,,,36,,,
20:30:00.000+05:30,20:45:00.000+05:30,,,,,,,,,,,,36,,,
20:45:00.000+05:30,21:00:00.000+05:30,,,,,,,,,,,,36,,,
21:00:00.000+05:30,21:15:00.000+05:30,,,,,,,,,,,,36,,,
21:15:00.000+05:30,21:30:00.000+05:30,,,,,,,,,,,,36,,,
21:30:00.000+05:30,21:45:00.000+05:30,,,,,,87.0,87.0,87.0,,,,5,,,
21:45:00.000+05:30,22:00:00.000+05:30,,,,,,,,,,,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,,,,,,,,,,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,,,,,,,,,,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,,,,,,,,,,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,,,,,,,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,,,,,,,,,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,,,,,,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,,,,,,,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,,,,,,,,,,,,,,
